Gene,immature,A,B
RAD23BP1,0.623429,0.67809,0.784962
RP6-29D12.3,0,0,0
AC006369.3,0,0,0
RP11-340I6.4,0,0,0
ZNF26,0,0,0
RP11-22B10.3,0,0,0
SNRPGP14,0.739942,0.229513,1.249135
HCG9,0,0,0
RP11-95P9.1,0,0,0
STARD13-AS,0,0,0
PRPF38AP2,0.280083,0.183164,0.384709
AP004290.1,0,0,0
BX664726.3,0,0,0
XXbac-BPG116M5.15,0,0,0
MTATP6P4,0,0,0
RP11-162J8.3,0,0,1.343738
S100A11P2,1.012599,0.717682,0.685435
RPS27AP14,0,0,0
MED15P5,0,0,0
AC092568.1,0,0,0
IGHD7-27,0,0,0
NCRNA00171,0,0,0
TCEB1P26,0,0,0
RP4-669L17.2,0,0,0
RANP1,18.187572,13.66268,16.767271
RP11-159H20.2,0,0,0
AC023115.4,0,0,0
RP11-93H12.3,0,0,0
RP11-691L4.2,0,0,0.166278
EIF4A1P6,0.07911,0.156099,9.79E-02
ZNF853,0,7.15E-02,9.12E-02
SOCS5P1,0,0,0
AP000343.2,0,0,0
KRTAP19-11P,0,0,0
ZNF90P2,0,0,0
AC010086.5,0,0,0
BAK1P2,0,0,0
RP11-46H11.12,0,0,0
PITPNA-AS1,0.764182,0.332737,0.975666
HCG9P5,0,0,0
XKRYP3,0,0,0
OR52E1,0,0,0
CCDC163P,0.31164,0.465646,0.556007
C4B,0,0,0
MTND5P17,0,0,0
RP11-252P19.1,0,0,0
MTCO3P1,0,0,0
HLA-E,0,0,0
AC016903.1,0,0,0
RP11-35J1.1,0,0,0
RP11-211A18.1,0,0,0
IFNA4,0,0,0
RP5-905H7.4,0,0,0
CTA-221G9.7,0,0,0
MICF,0,0,0
RP11-175D17.3,0,0,0
LAMTOR5P1,0.094393,0.246445,0.268477
AC009947.5,0,0,0
RP11-473A10.2,0,0,0
PPT2,0,0,0
AC104801.1,0,0,0
AC005235.1,0,0,0
AC079780.3,1.15492,0.79983,0.198057
AC023347.2,0,8.62E-02,0
RP11-144L1.4,0,0,0
BRD2-IT1,0,0,0
RP11-83J21.3,0,0,0
FAM90A7P,0,0,0
RP11-108L7.4,0,7.66E-03,0
AP001631.9,0,0,0
AC011998.1,0,0,0
AC114808.2,0,0,0
POTEH-AS1,0,0,0
AC104076.2,0,0,0
RP11-85O21.2,0,0,0
AC006372.1,0,0,0
KRT18P5,0.378223,0.265826,6.81E-02
PRKG1-AS1,0,0,0
C6orf10,0,0,0
RP11-69I8.2,0,0,0
RP4-792G4.3,0.019839,0,0
MTX1P1,26.223074,19.957184,25.064383
RP5-837I24.4,0,0,0
AP000688.11,0,0,0
LINC00347,0,0,0
RP4-669L17.1,0.739803,0.337211,0.531409
RP11-296P7.4,0.171073,0.249273,7.20E-02
DSTNP5,0,0,0
AC068282.3,0.887129,0.726309,0.958789
HMGA1P1,0.206071,0.155323,0.195446
AL645728.3,0.053697,0,0
BZW1P1,0.284853,0.374222,0.29964
RP11-323H21.3,0,0,0
HLA-N,0,0,0
RP5-837O21.3,0,0,0
AC007274.5,0,0,0
NDUFA4P2,0,0,0
RP11-1217F2.9,0,0,0
HLA-DPB1,0,0,0
HNRNPA1P47,0,8.45E-02,2.36E-02
GPSM3,0,0,0
EIF1AXP1,11.383623,13.57365,12.349171
ARHGEF38,0,0,0
LINC01010,30.41029,9.701013,28.862383
RP11-549A6.1,0,0,0
MYB-AS1,0,0,0
CNOT4P1,0,0,0
HLA-U,0,0,0
AC073316.1,0,0,0
DAPK1-IT1,0,0,0
AC108448.2,0,0,0
SMAD9-AS1,0,0,0
AC079448.1,0,0,0
RP11-363I22.3,0,0,0
AC005592.1,0,0,0
RP11-478H13.1,0,0,0
RP11-100G15.10,0,0,0
RBMY2QP,0,0,0
OVAAL,0,0,0
RP11-63B19.1,0,0,0
RP11-359I18.1,0,0,0
RP5-1024G6.2,0.545336,0.826054,0.327528
RP11-252M18.3,0,0,0
MICC,0,0,0
HCG17,0,0,0
RP4-801G22.2,0,0,0
AC094019.4,0,0,0
RP11-203L2.4,0,0,0
GRIFIN,0,0,0
RPL31P63,9.744772,8.618108,9.207783
UQCRC2P1,0,0,0
GAGE12B,0,0,0
RP11-370B11.1,4.911177,15.402847,5.800653
RP11-411K7.1,0,0,0
RP4-560B9.4,0,0,0
CTD-2340F8.3,0,0,0
RP5-857K21.15,0,0,0
RP11-168O22.1,0,0,0
YRDCP2,0,5.47E-02,0
HLA-W,0,0,0
RP11-157D23.1,0,0,0
AC009500.2,0,0,0
AC009237.16,0,0,0
RP1-30G7.2,0,0,0
MKLN1-AS,1.161652,1.225358,1.016903
AC004019.13,0,0,0
DNAJC9-AS1,0,0,0
AC007251.2,0,0,0
MTUS2-AS2,0,0,0
EHMT2,0,0,0
AC019118.3,0,0,0
CTAGE9,0.148615,0.171072,7.09E-02
RP11-159H3.1,0,0,0
TRMT112P4,0,0,0
COX7A2P2,0.209634,0.44954,0.342242
DXO,0,0,0
MDC1-AS1,0,0,0
RP11-1029M24.1,0.173907,4.96E-02,9.95E-02
RP11-168P8.5,0,0,0
AC079325.5,0,0,0
OR2N1P,0,0,0
RP5-1184F4.5,0,0,0
RP11-365O16.1,16.007462,8.816248,16.343527
RP11-551G24.3,0,0,0
RPL21P23,0,8.43E-02,0
RP11-108B14.1,0,0,0
INTS6-AS1,0.346957,0.798172,0.36412
RP11-430C7.2,0.23197,4.60E-02,7.99E-02
AC078941.1,0,0,0
RP11-96L14.7,0.302358,0,0
RPS15AP27,0,0,0
AC007248.7,0,0,0
TSPY15P,0,0,0
RP11-592B15.6,0,0,0
LINC00299,0.043836,0,0
OR2AI1P,0,0,0
RP11-142L4.2,3.857014,3.071492,3.526123
BCRP8,0.700889,0,0
AC006004.1,0,0,0
RP11-462B18.3,0,0,0
SPA17P1,0,0,0
PAIP1P1,0,0,0
RP11-383C6.2,0,0,0
RP11-534L6.2,0,0,0
RPL24P8,1.303571,1.298611,3.573585
B3GALT4,0,0,0
SDAD1P4,0,0,0
RPS3AP12,0.0174,2.37E-02,0
RP11-337C18.7,0,9.95E-02,0
AC092066.6,0,0.117349,0
ZNRD1,0,0,0
SNX25P1,0.367139,0.348037,0.215155
RP5-886K2.3,0.335982,0.366075,0
GAPDHP2,0.199084,9.93E-02,0.359597
BTF3P8,0,0.171326,5.42E-02
RP11-446E9.1,5.230409,5.560776,5.355145
ANKRD20A7P,0.032077,0,0.10686
RP11-978I15.10,0,0,0
ARL5AP2,0,0,0
AC087393.1,0,0,0
RP11-137J7.2,0,0,0
RP1-249F5.3,0,0,0
BCYRN1,0.00731,3.99E-03,7.44E-03
RP11-211N8.5,0,0,0
LSM2,0,0,0
LINC00529,0,0,0
DMD-AS3,0,0,0
Z97634.3,0.727775,0.147949,1.695709
CBR3-AS1,0.775529,0.336386,0.679124
YME1L1P1,0,0,0
AC073465.2,0,0,0
AC024560.2,0.089801,0.496811,0.106394
LINC00421,0,0,0
HCG14,0,0,0
PCYT1B-AS1,0,0,0
AC139712.4,0,0,0
AC090617.1,0,0,0
RP11-3P22.1,0,0,0
AC007750.5,0.141274,0,6.86E-02
RP11-399K21.10,0,0,0
NRM,0,0,0
AC091633.2,0.073459,4.09E-02,0
RP11-239E10.2,0.264683,0,0
AC018892.3,0,0,0
RP11-401L13.5,0,0,0
RP11-151D14.1,0.064111,0,0
BMS1P20,3.970445,2.403376,4.114229
DHFRP2,0,0,0
RP11-3D23.1,0.172315,0.608101,0.283569
OR2R1P,0,0,9.75E-02
AL121656.5,0,0,0
AC105393.1,0,0,0
RP11-503K16.2,0.057122,0.142118,7.74E-02
CTA-992D9.6,0,0,0
NIFK-AS1,1.039511,1.370028,1.385206
RPL39P29,0.014633,0,0
AC006378.2,0.234456,0,0
RPS20P24,0.468009,0.443389,0.793873
RPL23AP23,0,0,0
RP11-44H4.1,0,0,0
AL157902.3,0,0,0
RP3-522J7.5,0.231588,0,0.194223
RP11-944L7.4,0,8.62E-02,0
RP1-223D17.1,0,0,0
LINC00106,5.129693,5.192598,6.092972
RP11-291L19.1,0.156839,2.45E-02,0.105508
AGPAT1,0,0,0
RP1-66N13.1,0,0,0
DDX11L5,0.319463,0.217213,0.377799
TMSB4XP1,35.42033,35.318462,38.778538
RP11-443K8.2,0,0,0.127457
AC012363.7,0,0,0.134631
RP3-384D21.2,0,0,0
HCG4P11,0,0,0
C5orf27,0,7.53E-03,0
AP001615.9,0,0,0
HLA-DRB1,0,0,0
AC018731.3,0,0,0
AC007563.5,0,0,0
RP11-389O22.5,0.112486,8.69E-03,0
RPS20P5,0,0,0
RP11-38J22.1,0,0,0
XXbac-B476C20.11,0,0.119757,0
RP11-482E14.2,0,0,0
ASS1P7,0,0,0
RP11-128B16.3,0,0,0
GTF2H4,0,0,0
RP11-535C21.3,0,0.215818,0
AC113331.9,0,0,0
HLA-DPA2,0,0,0
TIMM9P1,0,0,0
MIR600HG,2.713113,0.927235,2.18853
LY6G6D,0,0,0
DAQB-331I12.5,0,0,0
RP11-348H3.2,0.055455,0,0
RP11-548K12.3,0,0,0
RP5-1063M23.2,0.106828,2.58E-02,0
OR2P1P,0,0,0
ZNF70P1,0,0,0
RP11-78B10.2,0.96846,0,1.737471
SAPCD1-AS1,0,0,0
AC025750.5,0.350187,4.37E-02,0.180891
RP11-1008C21.2,0.171478,0.425555,0
RP4-651E10.4,0,7.53E-02,0
DNAJA1P2,0,0,0
OR2U1P,0,0,0
RP11-347H15.6,0,0,0
RP11-111D3.2,0,0,0
RP11-408N14.1,0,0,0
AC092661.1,0,0,0
RP11-390F4.6,0,0,0
LTB,0,0,0
ZDHHC20P1,0,0,0
OR14J1,0,0,0
RP11-792A8.1,0,0,0
RP11-699A7.1,0,0,0.504687
RP11-852E15.1,0,0,0
BX664608.1,0,0,0
CEACAMP8,0,0,0
RP11-439A17.7,2.23137,5.085944,2.891784
XXbac-BPG249D20.9,0,0,0
AP003774.1,0,0.169189,0
RP3-329E20.2,0,0,0
PTGES3P4,0.268213,0.253875,0.22031
AC003092.2,0,0,0
C8orf56,3.960218,13.841554,1.155129
RP11-98D18.7,0,0,0
RP11-366M4.8,0,0,0
RP11-6B6.3,2.947921,2.147707,3.746805
RP11-640M9.1,1.135345,3.439413,0.737961
CCDC58P2,0,0,0
HNRNPA1P70,0.10039,3.57E-02,0
RP11-98G7.1,0,0,0
RP11-154H17.1,0,0,0
ZNRD1,0,0,0
RP5-1051D14.1,0,0,0
AC007359.6,0,0,0
ZDHHC20-IT1,0.117478,0.168975,0.202558
NF1P8,0,0,0
RP11-451O13.1,0,0,0
RP11-264A11.1,0,0,0
SULT1D1P,0,0,0
RP11-265G8.3,0,0,0
RP1-261G23.5,0,0,0
LINC01141,0,0,0
OR52N3P,0,0,0
RP11-216M21.4,0,0,0
RNF39,0,0,0
RP11-298E9.5,0,0,0
GGT8P,0.334896,0.293813,0.960111
SUMO2P1,0,0,0
FABP5P1,77.567192,14.592529,109.7873
GAPDHP51,0,0,8.67E-02
RP5-1065P14.2,0,0,0
RP11-165H4.2,0.060104,9.34E-02,0.124015
ANKRD44-IT1,0,5.98E-02,0
RP11-575M4.1,0,0,0
NCR3,0,0,0
C3orf84,0,0,0
OR10G9,0,0,0
RP13-100A9.2,0.168151,0.300265,0.116466
LINC00614,0,0,0
XXbac-B33L19.10,0,0,0
RP5-1195D24.1,0,0,0
RP11-544A12.4,0,0,0
NDUFA5P8,0,0.106756,0
RP11-402K9.1,0,0,0
AC142119.1,0,0,0
RP11-433J20.1,0,5.18E-02,0
EDRF1-AS1,0,0,0.261416
RPL12L3,2.204595,1.84982,2.883405
GAPDHP21,0.215495,0.171744,0.210215
YBX1P9,0,0,0
MLIP-IT1,0,0,0
RP11-203L2.3,0,0,0
ATP2B2-IT1,0,0,0
PTMAP6,0,0,0
WASF3-AS1,0,0,0
SNORA40,0,0,0
RP4-612C19.1,0.169976,0,0
ZNRF2P1,0.234986,0.54996,0.362135
HIGD1AP15,0,0,0.112468
XXbac-BPG308K3.5,0,0,0
KRT18P52,0.102452,0,0
AL591704.5,0,0,0
GLIS3-AS1,0,0,0
HCG14,0,0,0
RP11-98G13.1,0,0,0
C6orf136,0,0,0
AC010987.6,0,0,0
AC004074.4,0,0,0
CTA-984G1.5,1.726241,0.521746,0.789295
AC013410.1,0,0,7.04E-02
AC012314.8,1.428415,1.376158,1.393144
GS1-433O24.1,0,0,0
IGHD1-20,0,0,0
RP3-486I3.7,0,0,0
HLA-C,0,0,0
USP9YP3,0,0,0
AC010733.7,0,8.12E-02,0
RP1-315G1.1,0,0,0.119338
RP11-328P23.2,0,0,0
RP11-16C18.3,0,0,0
AC008067.2,0,0,0
RP11-398C13.2,0.006084,3.85E-03,1.21E-02
CASP3P1,0.083699,6.28E-02,0.138543
MICC,0,0,0
AC109589.1,0,0,0
ZEB1-AS1,0.318484,9.31E-02,0.177088
NDUFA6-AS1,1.036446,0.5702,0.821528
USP17L8,0,0,1.53E-02
AC018738.2,90.91729,60.778999,105.285454
DPH3P2,0,0,0
AC007679.4,0,0,0
MICG,0,0,0
OR2AD1P,0,0,0
TRIM40,0,0,0
TTTY12,0,0,0
RPL34P1,0.034477,0,0.328136
TRIM31-AS1,0,0,0
GABBR1,0,0,0
GPSM3,0,0,0
FUCA1P1,0,0,0
PRMT5-AS1,1.385477,3.371944,1.635118
AC097374.3,0,0,0
ZBTB22,0,0,0
AC015922.6,0,0,0
RP13-436F16.1,0,0,0
RP11-956J14.1,0,0,0
RP11-308N19.3,0,0,0
RP4-550H1.5,0,0,0
EIF3IP1,0.162591,7.86E-02,9.34E-02
NANOGP4,0.058975,4.02E-02,0
RPL5P2,0,0,0
TTTY23B,0,0,0
AC005550.3,0,0,0
TRIM27,0,0,0
RP11-232A1.2,0,0,0
RP11-168K11.2,0,0,0
RP11-6J21.2,0,0,0
RP11-497H16.2,0.403336,0.167042,0.475705
RP5-836J3.1,0,0,0
AC105399.2,0.112066,0.166127,0
AC007272.1,0,0,0
EHMT2-AS1,0,0,0
COX5BP6,0,0,0
RP11-132E11.4,0,0,0
AC127391.3,0.093403,0,0
RBPJP2,0.07625,0.110286,0.124853
AC068134.6,0,0,0
RP11-73E6.2,0.064686,6.85E-02,0
PCNPP4,0,0,0
RP11-342M1.6,0,4.31E-02,0
LINC01065,0,0,0
HCG22,0,0,0
RP4-669L17.10,3.080896,4.065278,2.536281
MDC1,0,0,0
RP4-782G3.1,0,0,0
HLA-T,0,0,0
GYG1P2,0.006661,0,0
C6orf136,0,0,0
RP11-365O16.6,0,0,0
AC040160.1,0,0,0
NCR3,0,0,0
AC018890.4,0,0,0
HCP5,0,0,0
FABP5P15,0,0,0
RP11-256G5.1,0,0,0
XXbac-BPG118E17.9,0,0,0
RPL21P111,0,7.91E-02,0
TAAR9,0,0,0
IGHJ3P,1.03381,0.220055,0.522869
GABBR1,0,0,0
CDSN,0,0,0
RP1-131F15.2,0,0,3.57E-02
CYP2F2P,0,0,0
LINC01056,0,0,0
DASS-23B5.2,0,0,0
PIEZO1P2,0,0,0
FAM90A19P,0,0,0
CDSN,0,0,0
MTND2P11,0,0,0
HAND2-AS1,0,0,0
AC073254.1,0.747226,0.575327,0.415919
LL22NC03-84E4.8,0,0,0
RP11-351M16.3,0,0,0
Z95114.7,0,0,0
MRPS6P2,0,4.04E-02,0
RP1-69E11.3,0,0,0
VN2R6P,0,0,0
AC020594.5,0,0,0
DDX10P1,0.686398,0.607974,0.529254
C4orf51,0,0,0
RP11-408A13.2,0,0,0
HUNK-AS1,0,0,0
RP11-137L10.5,0,0.136519,0
HSPE1P16,0,0,0
DNAJC19P1,0,0,0
MTCO3P1,0,0,0
HIGD1AP2,0,0,0
ZNF503-AS2,0.555798,0.440807,0.353407
DLEU7-AS1,0,0,0
RP11-132E11.2,0,0,0
MCFD2P1,0.642975,1.006616,0.55717
IER3,0,0,0
PTMAP1,0,0,0
RP11-472F14.4,0,0,0
CNTFR-AS1,0,0,0
AC004022.7,0,0,0
RP11-32B5.1,1.238004,2.051545,2.298801
RP11-443F16.1,0,0,0
RP4-771M4.2,0,0,0
SLC25A15P2,0,0,0
CDSN,0,0,0
AC007163.3,0,0,0
AC128709.2,0,0,0
RP11-353N4.3,0.233956,0.438569,0
RP11-452K12.3,0,0,0
RPS7P15,0,0.10122,0.281015
GS1-466O4.5,0,0,0
B3GNT9,0.400552,0.385562,0.401169
RP5-866L20.2,0.088633,9.95E-02,0.451129
RP11-415D17.3,0,0,0
NME1P1,0,0,0
RP11-813P10.2,1.076018,0.492301,1.303155
AC019080.1,0,0.200799,0
AC007392.4,0,0,0
CYP46A4P,0,0,0
AC147651.4,6.115607,9.50438,7.243831
RP11-402P6.3,0,0,0
KRTAP9-10P,0,0,0
AC091199.1,0,0,0
VN1R66P,0,0,0
RP11-229A12.2,0.085275,0,0.117625
NR2F1-AS1,0,0,0
RP11-337C18.8,1.010465,0.710085,1.13095
RP11-85G21.2,0,0,0
CDKN2AIPNL,4.070173,3.638646,3.893429
RP11-120E5.2,0,0,0
TRIM10,0,0,0
RP11-275O4.4,0,0,0
SNAI1P1,0,0,0
DLGAP5P1,0,0,0
HCG24,0,0,0
IGHD1-7,0,0,0
FAM27E1,0.04754,1.66E-02,3.15E-02
ZBTB40-IT1,0.157785,0.457497,0.576932
AJ239321.3,0,0,0
RPL7P34,0.036804,0,0
IMPDH1P4,0,2.05E-02,0
RP11-24B13.1,0,7.91E-03,6.38E-02
RP11-13E5.2,0,0,0
RP11-339F13.2,0,0,0
SETP4,0.606816,0.760155,0.86935
RP11-569G13.2,0,0,0
RPL23AP22,0,0,0
RP11-12M9.3,14.791879,13.976351,15.91427
ABC12-47043100G14.2,0,0,0
HLA-G,0,0,0
AC008074.5,0.249348,0,0
HLA-H,0,0,0
AC104777.3,0,0,0
PPEF1-AS1,0,0,0
AC090505.6,0.014764,0,0
SULT1C2P1,0.056285,0.125186,9.57E-02
RP11-109A6.2,0,0,0
OR13K1P,0,0,0
RPS3AP39,0,0,0
RP5-1155K23.4,0,0,0
KRTAP2-5P,0,0,0
ZNF295-AS1,0,0.228042,1.71E-03
RP11-809M12.1,0,0,0
RP1-142L7.5,0,0,0
TRDD2,0,0,0
RP11-548K12.11,0,0,0
BMS1P10,0.624178,5.40E-02,0.867105
BTF3P15,0,0,0
AC022173.2,0,0,0
MBD3L5,0,0,0
LINC00987,0.659208,0.430832,0.327308
RP1-102G20.2,0,0,0
RP11-193H5.1,0,0,0
AC072061.2,0,0,0
RP11-322A17.1,0,0,0
RP11-666A1.5,0,0.182128,0
TRBV30,0,0,0
PGAM3P,0,0,0
MTND2P8,0,0,0
OR11A1,0,0,0
RP4-568F9.3,0.256744,0,0
AC073069.2,0,5.82E-02,0
AC233263.1,0,0,8.60E-02
AC068492.1,0,0,0
MAPK6PS3,0.123362,0.107599,8.16E-02
FTH1P11,360.168793,292.792145,271.211945
RP11-402P6.9,0,0,0
AC010729.3,0,0,0
RP11-181F12.1,0,0,0
RP13-492C18.2,0,0,0
RBMY2TP,0,0,0
AC009498.1,0,0,0
OR51R1P,0,0,0
RSL24D1P8,0,8.09E-02,0
RP11-575C20.1,0,0,0
RP11-552J9.11,0,0,0
ANO7P1,0,0.506361,0
RLIMP2,0,0,0
RP4-631H13.5,0,0,0
RP11-96C23.9,0,0,0
AC021016.8,0.100644,7.25E-02,0
LINC00851,0,0,0
RP11-316I3.1,0,0,0
MAS1L,0,0,0
HNRNPA1P2,0.03954,7.13E-02,9.74E-02
AC004906.3,0,0,0
CKMT1B,0,2.46E-02,0
RP11-214L19.1,0,0,0
RP11-782C8.4,0,5.20E-03,0.140234
RP11-540K16.1,0,0,0
AC007099.2,0,0,0
EIF4BP9,0.059392,2.23E-02,0
HNRNPA1P2,0,0,0
SMG1P1,6.202602,7.073726,9.047822
RP11-631M21.6,0,0,0
TTN-AS1,1.268399,0.876694,1.515643
LA16c-60G3.6,0,0,0
RP11-522L3.3,0,0,0
RP4-680D5.2,0,0,0
OFD1P11Y,0,0,0
HIGD1AP8,0,0,0
HSPE1P22,0,0,0
SRRM1P3,0.055002,0.146474,0.18504
AC009237.5,0,0,0
MTND2P6,0,0,0
GS1-124K5.4,3.036999,1.42787,3.410645
RP6-159A1.3,0,0,0
RP11-475C16.2,0,0,0
C6orf100,0,0,0
RPL12P39,0,0,0
RP1-288L1.4,0,0,0
RP4-809F4.1,0,0,0
RP1-136J15.1,0.121735,0.118456,0
AC019064.1,0,0,0
RP11-374A22.1,0,0,0
RPL7L1P10,0,0,0
AC009892.9,0,0.351686,0.59417
RP11-439H8.4,0,0,0
AP000563.2,0,0,0
AC113608.1,0,0,0
UPP2-IT1,0,0,0
RAI1-AS1,0,0,0
RP11-201O14.1,0,7.75E-02,0
RNF223,0.083795,0,0
XIAP-AS1,0,0,0
RP5-878I13.1,0,0,0
MSH5,0,0,0
HLA-Z,0,0,0
PFDN6,0,0,0
RP11-230L22.4,0,0,0
RP11-567C20.2,0.124675,0,0
FTCD-AS1,0,0,0
RP11-98L5.2,0,0,0
SYP-AS1,0,0,0
AL132796.1,0,0,0
RP11-763B22.4,0,0.215017,0
PBX2,0,0,0
RP11-344N17.11,0,0,0
RP3-448I9.2,0,0,0
AC004461.4,0,8.58E-02,0
BRD2-IT1,0,0,0
RP5-1065J22.2,0,0,0
CDC42P6,38.96479,41.736984,45.952564
CTD-2522E6.4,0,9.36E-02,0
RP11-145M4.3,0,0,0
PATE4,0,0,0
OR52S1P,0,0,0
AL163953.3,0.703074,0.416728,0.472624
RP11-475I24.3,0.014466,2.30E-02,1.76E-02
AC007064.25,0,0,0
RP11-509J21.2,0,0,0
CHCHD4P2,0,0,0
LINC01071,0,0,0
AP006288.1,0,0,0
RP11-334N17.1,0,0,0
OR2U1P,0,0,0
UBDP1,0,0,0
AC010907.2,0,0,0
RP13-152O15.5,0,0,0
RP11-316P17.2,0.427085,4.493006,0
BRWD1-IT1,0,0,0
AC007680.2,0,0,0
BX072566.1,0,0,0
AC005703.2,0,0,0
RP11-473M10.3,0,0,0
CBX1P3,0,0,0
HOXD-AS2,0,0,0
RP3-455H14.1,0,0,0
RPL21P121,0,0,0
CNN2P11,0,0,0
RP11-165J3.5,0,0,0
CTA-407F11.7,0,0,0
OR4A47,0.046557,0,0
RP11-402L1.4,0,0,0
RP11-139I14.2,0,0,0
SLC9A3P4,0,0,0
MICD,0,0,0
RP4-788L20.3,0,0,0
HLA-DPA3,0.879318,2.936654,0
PITRM1-AS1,1.56003,1.581427,2.68358
AC006960.7,0,0,0
AC107070.1,0,0,0
CAMTA1-IT1,0.149485,0,0
PPP1R11,0,0,0
RP3-471C18.2,0,0,0
AGER,0,0,0
NDUFA9P1,0.084127,0.165722,0
KB-1183D5.14,0,0,0
AP005019.3,0,0,0
RP11-226L15.1,0,0,0
AP001092.4,0,0,0
PRSS56,0,0,0
RP11-183M13.1,0,0,0
RP11-321L2.2,0,0,0
NRBF2P3,3.292072,2.869755,3.718655
RP11-465K1.2,0,0,0
XRCC6P1,0.065097,7.30E-02,0
AC069257.6,4.798507,2.301954,1.180672
RP11-885N19.6,0.100082,0,0
UBDP1,0,0,0
RP11-305L7.3,0,0,0
RP11-347D21.3,0,0,0
FOXD2-AS1,0.691885,0.652575,0.778649
RPSAP2,0,0,0
ZIK1P1,0,0,0
TOMM22P1,0,0,0
LL22NC03-22A12.9,0,0,0
RP1-159A19.4,0,0,0
RPS7P12,0,0,0
AC097639.8,0.041107,4.41E-02,0.142267
RP11-15P13.1,0,0,0
RP11-147C23.1,0,0,0
RP11-312B8.1,0,0,0
ASS1P12,0.242818,0.406939,0.326866
CECR7,0,5.03E-02,0
RP1-127L4.10,0,0,0
ZNF737,1.641938,1.904166,1.689762
RGL2,18.534435,14.110876,28.831738
HNRNPA1P57,0,1.17E-02,0
OR13D2P,0,0,0
AP001342.1,0,0,0
CTA-520D8.2,0,0,0
RHEBP3,0,0,0
CDC27P2,0.166967,0.172011,0.208052
RPL3P2,0,0,0
TAAR4P,0,0,0
RP11-671J11.1,0,8.38E-02,0
CDK2AP2P2,0,0.211289,0
AC074212.3,0,0,0
RP11-67L3.2,0,0,0
HLA-DQB1-AS1,0,0,0
RP11-154D3.1,0,4.85E-02,0.444527
RP11-547I7.2,0,0,0
TUBB4BP3,0,0,0
C6orf25,0,0,0
RP11-233E12.1,0,0,0
RP11-554F20.1,0,0,0
TRIM27,0,0,0
RP11-280O1.2,0,0,0
RP3-461P17.9,0,0,0
RP4-736H5.2,0,0,0
USP9YP35,0,0,0
RP11-715G15.1,0,0,0
TUBB8P10,0,0,0
DCLRE1CP1,2.133513,2.85999,2.107448
AC073115.6,0,0,0
AP000361.2,0,4.05E-02,0
RP11-324C10.1,0,0,0
AC233263.2,0,0,0
RPL7P53,0.163856,0,0
XXbac-B135H6.15,2.513781,1.99235,4.162663
AC093911.1,0,0,0
RP5-926E3.1,0,0,0
AC007557.2,0,0,0
RP5-947P14.1,0,0,0
RP4-803J11.2,0,0,0
LY6G6E,0,0,0
RP11-423E7.1,0,0,0
AP000476.1,0,0.174226,6.05E-02
SGOL1-AS1,0,0,0
VN1R48P,0,0,0
LINC00959,0.240419,0.122045,0
RP13-926M18.1,0,0,0
RP11-206L10.9,1.096481,1.471934,1.054031
OR2L9P,0,0,0
RP11-603J24.7,9.830356,19.451982,8.629234
RP11-753B14.1,0,0,0
LY6G5C,0,0,0
AC010105.1,0,0,0
RP11-356I2.4,0.754988,1.258582,0.359868
RP11-526P5.1,0,0,0
RP11-816B4.1,0,0,0
RP1-12G14.6,0.079407,0.119871,0
RP5-998N21.3,0,0,0
RP11-76N22.2,0,4.38E-02,0
RPSAP15,25.394985,16.886515,25.814238
HLA-F,0,0,0
AC008268.2,10.88581,1.654565,7.489831
UNC5B-AS1,0,0,0
RP11-325F22.2,2.457038,2.6849,5.164958
PTP4A1P7,0.048188,0.148823,0
SHISA9,0,0,0
DGCR5,0.4298,4.77E-02,0.466985
RP11-443B7.2,0,0,0
OR7E24,0,0,0
NONOP2,1.967145,3.073836,2.891207
LINC00857,0,0,0
AC114783.1,0,0,0
AC012668.2,1.049585,0,1.67258
AF241725.6,0,0,0
RP11-234P3.4,0.041784,0,0
RP11-439K3.3,0.134412,4.77E-02,3.61E-02
RP3-449H6.1,0,0,0
RP11-309M23.1,0,0,0
AC012451.1,0,0,0
PFN1P6,0.118004,0.163962,0.24288
LINC00383,0,0,0
HTATSF1P,0,0,0
GS1-594A7.5,0,0,0
RP11-730A19.7,0,0,0
HLA-DQA2,18.400318,36.291355,22.684399
AC009960.5,0,0,0
RP11-58A12.3,0,0,0
MAS1LP1,0,0,0
POLR2LP,0,0,0
XKRYP6,0,0,0
IGHJ2P,0,0,0
TTLL11-IT1,0,0,0
AC092570.3,0,0,0
UBE2Q2P6,105.679146,66.157867,116.306412
AC096775.2,0.113778,8.77E-02,0
RP11-415A20.1,0,0,0
RP11-140C18.2,0,0,0
RPL7AP7,0,0,0
RP5-862K6.4,0,0,0
KCND3-AS1,0,0,0
RP13-198D9.3,0.023371,0,0
CDY7P,0,0,0
HLA-S,0,0,0
AC004562.1,0,0,0
TTTY21B,0,0,0
SSU72P5,0,0,0
AC090955.5,0,0,0
RP3-359N14.2,0,0,0
RP4-620F22.2,0,0,0
TUBAP,0,0,0
AC073284.4,0,0,0
RP11-373D7.1,0,0,0
AC079776.3,0,0,0
PYY2,0,7.30E-02,0
AC097495.2,0.744188,0,0.921273
XXbac-BPG254F23.7,0,0,0
RP11-174M13.1,0,0,0
RP11-324L3.1,0,0,0
GCSHP3,0.585973,0.4087,0.684671
AC005538.5,0,0,0
POU5F1,0,0,0
AC093166.1,0,0,0
RAC1P4,0.057864,0.127893,0.149825
LINC00407,0,0,0
